year,month,area,head_total
2013,1,"P017",8
2013,1,"P018",9
2013,1,"P020",6
2013,1,"P024",1
2013,1,"P028",2
2013,1,"P29M",7
2013,2,"H004",2
2013,2,"M19A",1
2013,2,"M19B",30
2013,2,"P004",2
2013,2,"P013",4
2013,2,"P014",1
2013,2,"P016",1
2013,2,"P017",7
2013,2,"P018",10
2013,2,"P020",6
2013,2,"P025",1
2013,2,"P29M",7
2013,3,"H004",2
2013,3,"M19A",3
2013,3,"M19B",17
2013,3,"M23B",10
2013,3,"P004",2
2013,3,"P011",1
2013,3,"P013",2
2013,3,"P016",3
2013,3,"P017",4
2013,3,"P018",14
2013,3,"P020",9
2013,3,"P127",1
2013,3,"P29M",4
2013,4,"H004",1
2013,4,"M19A",3
2013,4,"M19B",12
2013,4,"M23B",16
2013,4,"P004",1
2013,4,"P012",1
2013,4,"P013",1
2013,4,"P014",11
2013,4,"P016",2
2013,4,"P017",8
2013,4,"P018",7
2013,4,"P020",5
2013,4,"P027",2
2013,4,"P123",2
2013,4,"P127",2
2013,4,"P29M",7
2013,5,"H001",7
2013,5,"H003",1
2013,5,"H004",3
2013,5,"H02W",22
2013,5,"M19B",53
2013,5,"M23B",65
2013,5,"P001",59
2013,5,"P003",3
2013,5,"P004",5
2013,5,"P007",5
2013,5,"P011",1
2013,5,"P012",5
2013,5,"P013",33
2013,5,"P014",34
2013,5,"P015",13
2013,5,"P016",7
2013,5,"P017",96
2013,5,"P018",4
2013,5,"P020",18
2013,5,"P025",5
2013,5,"P027",2
2013,5,"P028",4
2013,5,"P123",23
2013,5,"P124",46
2013,5,"P125",1
2013,5,"P127",3
2013,5,"P29M",13
2013,5,"P2W",7
2013,6,"H001",305
2013,6,"H003",1
2013,6,"H004",4
2013,6,"H027",17
2013,6,"H02W",111
2013,6,"H23B",27
2013,6,"M19B",49
2013,6,"M23A",8
2013,6,"M23B",283
2013,6,"M401",8
2013,6,"P001",383
2013,6,"P003",13
2013,6,"P004",48
2013,6,"P006",6
2013,6,"P007",5
2013,6,"P008",1
2013,6,"P009",33
2013,6,"P011",7
2013,6,"P012",45
2013,6,"P013",141
2013,6,"P014",101
2013,6,"P015",34
2013,6,"P016",27
2013,6,"P017",120
2013,6,"P018",3
2013,6,"P020",130
2013,6,"P021",1
2013,6,"P024",4
2013,6,"P025",27
2013,6,"P026",1
2013,6,"P027",28
2013,6,"P028",1
2013,6,"P121",28
2013,6,"P123",354
2013,6,"P124",84
2013,6,"P125",42
2013,6,"P126",27
2013,6,"P127",71
2013,6,"P142",1
2013,6,"P29M",9
2013,6,"P2W",71
2013,7,"H001",285
2013,7,"H003",1
2013,7,"H004",14
2013,7,"H006",5
2013,7,"H009",1
2013,7,"H011",5
2013,7,"H024",3
2013,7,"H025",8
2013,7,"H026",5
2013,7,"H027",41
2013,7,"H02W",206
2013,7,"H23B",131
2013,7,"M094",1
2013,7,"M101",1
2013,7,"M19B",92
2013,7,"M23A",1
2013,7,"M23B",239
2013,7,"P001",514
2013,7,"P003",15
2013,7,"P004",51
2013,7,"P006",3
2013,7,"P007",9
2013,7,"P008",12
2013,7,"P009",77
2013,7,"P010",2
2013,7,"P011",50
2013,7,"P012",159
2013,7,"P013",196
2013,7,"P014",51
2013,7,"P015",20
2013,7,"P016",21
2013,7,"P017",59
2013,7,"P018",3
2013,7,"P020",255
2013,7,"P021",1
2013,7,"P024",15
2013,7,"P025",67
2013,7,"P026",14
2013,7,"P027",95
2013,7,"P028",2
2013,7,"P101",2
2013,7,"P111",3
2013,7,"P121",54
2013,7,"P123",967
2013,7,"P124",32
2013,7,"P125",107
2013,7,"P126",180
2013,7,"P127",195
2013,7,"P29M",2
2013,7,"P2W",108
2013,8,"H001",383
2013,8,"H003",1
2013,8,"H004",9
2013,8,"H009",1
2013,8,"H021",2
2013,8,"H025",8
2013,8,"H026",11
2013,8,"H027",76
2013,8,"H02W",233
2013,8,"H23B",114
2013,8,"M101",1
2013,8,"M19B",39
2013,8,"M23B",60
2013,8,"P001",689
2013,8,"P002",2
2013,8,"P003",9
2013,8,"P004",17
2013,8,"P006",1
2013,8,"P007",35
2013,8,"P008",14
2013,8,"P009",46
2013,8,"P010",3
2013,8,"P011",19
2013,8,"P012",77
2013,8,"P013",133
2013,8,"P014",45
2013,8,"P015",5
2013,8,"P016",8
2013,8,"P017",15
2013,8,"P018",2
2013,8,"P020",490
2013,8,"P021",4
2013,8,"P024",4
2013,8,"P025",13
2013,8,"P026",6
2013,8,"P027",80
2013,8,"P101",1
2013,8,"P111",2
2013,8,"P121",41
2013,8,"P123",767
2013,8,"P124",12
2013,8,"P125",101
2013,8,"P126",266
2013,8,"P127",124
2013,8,"P29M",12
2013,8,"P2W",117
2013,9,"H001",7
2013,9,"H003",1
2013,9,"H027",11
2013,9,"H02W",3
2013,9,"H23B",14
2013,9,"M19B",15
2013,9,"M23B",55
2013,9,"P001",99
2013,9,"P012",7
2013,9,"P013",53
2013,9,"P014",15
2013,9,"P015",2
2013,9,"P016",1
2013,9,"P017",2
2013,9,"P018",1
2013,9,"P020",73
2013,9,"P024",1
2013,9,"P025",1
2013,9,"P028",1
2013,9,"P121",9
2013,9,"P123",108
2013,9,"P124",2
2013,9,"P125",6
2013,9,"P126",1
2013,9,"P127",5
2013,9,"P29M",4
2013,9,"P2W",7
2013,10,"H027",1
2013,10,"M19B",7
2013,10,"P004",1
2013,10,"P012",2
2013,10,"P013",8
2013,10,"P017",1
2013,10,"P018",1
2013,10,"P020",23
2013,10,"P123",6
2013,11,"M19A",1
2013,11,"M19B",10
2013,11,"M23B",2
2013,11,"P004",2
2013,11,"P017",2
2013,11,"P020",11
2013,12,"H004",3
2013,12,"M19A",2
2013,12,"M19B",45
2013,12,"P004",2
2013,12,"P013",1
2013,12,"P015",1
2013,12,"P016",1
2013,12,"P017",1
2013,12,"P020",39
2013,12,"P027",1
2013,12,"P028",1
2014,1,"H004",2
2014,1,"M19B",103
2014,1,"P013",4
2014,1,"P014",1
2014,1,"P015",2
2014,1,"P016",1
2014,1,"P017",2
2014,1,"P018",2
2014,1,"P020",15
2014,1,"P028",1
2014,2,"H23B",1
2014,2,"M19A",1
2014,2,"M19B",45
2014,2,"M23A",7
2014,2,"M23B",2
2014,2,"P013",2
2014,2,"P015",1
2014,2,"P016",1
2014,2,"P017",2
2014,2,"P018",6
2014,2,"P020",12
2014,3,"H004",1
2014,3,"H23B",4
2014,3,"M19A",2
2014,3,"M19B",52
2014,3,"M23A",2
2014,3,"M23B",7
2014,3,"P014",1
2014,3,"P015",1
2014,3,"P016",3
2014,3,"P017",2
2014,3,"P018",5
2014,3,"P020",20
2014,3,"P028",1
2014,3,"P123",3
2014,3,"P29M",2
2014,4,"H004",3
2014,4,"H027",7
2014,4,"H23B",5
2014,4,"M19A",5
2014,4,"M19B",57
2014,4,"M23B",8
2014,4,"P013",4
2014,4,"P014",2
2014,4,"P015",2
2014,4,"P016",3
2014,4,"P017",15
2014,4,"P018",9
2014,4,"P020",25
2014,4,"P028",1
2014,4,"P123",2
2014,4,"P124",3
2014,4,"P29M",2
2014,5,"H001",31
2014,5,"H003",3
2014,5,"H004",4
2014,5,"H024",5
2014,5,"H025",3
2014,5,"H027",16
2014,5,"H02W",37
2014,5,"H23B",9
2014,5,"M19A",1
2014,5,"M19B",79
2014,5,"M23B",79
2014,5,"P004",1
2014,5,"P008",6
2014,5,"P012",1
2014,5,"P013",35
2014,5,"P014",54
2014,5,"P015",26
2014,5,"P016",24
2014,5,"P017",93
2014,5,"P018",9
2014,5,"P020",126
2014,5,"P024",6
2014,5,"P025",4
2014,5,"P027",1
2014,5,"P123",16
2014,5,"P124",39
2014,5,"P29M",4
2014,6,"H001",468
2014,6,"H003",16
2014,6,"H004",44
2014,6,"H006",6
2014,6,"H007",7
2014,6,"H009",63
2014,6,"H011",12
2014,6,"H024",8
2014,6,"H025",72
2014,6,"H026",18
2014,6,"H027",53
2014,6,"H02W",142
2014,6,"H23B",37
2014,6,"M19B",53
2014,6,"M23B",200
2014,6,"P001",11
2014,6,"P003",13
2014,6,"P004",14
2014,6,"P006",1
2014,6,"P012",36
2014,6,"P013",233
2014,6,"P014",53
2014,6,"P015",43
2014,6,"P016",17
2014,6,"P017",94
2014,6,"P018",1
2014,6,"P020",144
2014,6,"P021",1
2014,6,"P024",1
2014,6,"P025",26
2014,6,"P026",1
2014,6,"P027",11
2014,6,"P028",2
2014,6,"P121",61
2014,6,"P123",204
2014,6,"P124",32
2014,6,"P125",2
2014,6,"P126",20
2014,6,"P127",18
2014,6,"P29M",2
2014,7,"H001",739
2014,7,"H003",21
2014,7,"H004",29
2014,7,"H006",3
2014,7,"H007",22
2014,7,"H008",8
2014,7,"H009",82
2014,7,"H011",9
2014,7,"H024",61
2014,7,"H025",189
2014,7,"H026",7
2014,7,"H027",114
2014,7,"H02W",214
2014,7,"H23B",39
2014,7,"M19B",45
2014,7,"M23A",2
2014,7,"M23B",156
2014,7,"P001",1
2014,7,"P003",6
2014,7,"P004",15
2014,7,"P008",2
2014,7,"P012",91
2014,7,"P013",256
2014,7,"P014",75
2014,7,"P015",30
2014,7,"P016",15
2014,7,"P017",42
2014,7,"P018",1
2014,7,"P020",220
2014,7,"P024",1
2014,7,"P025",34
2014,7,"P026",6
2014,7,"P027",35
2014,7,"P028",1
2014,7,"P104",1
2014,7,"P121",132
2014,7,"P123",252
2014,7,"P124",127
2014,7,"P125",12
2014,7,"P126",286
2014,7,"P127",30
2014,7,"P29M",3
2014,7,"P2W",2
2014,8,"H001",840
2014,8,"H003",16
2014,8,"H004",14
2014,8,"H006",1
2014,8,"H007",45
2014,8,"H008",11
2014,8,"H009",74
2014,8,"H010",2
2014,8,"H011",4
2014,8,"H024",36
2014,8,"H025",114
2014,8,"H026",2
2014,8,"H027",107
2014,8,"H02W",203
2014,8,"H23B",28
2014,8,"M19B",18
2014,8,"M23A",18
2014,8,"M23B",50
2014,8,"P001",2
2014,8,"P003",3
2014,8,"P004",14
2014,8,"P006",2
2014,8,"P007",1
2014,8,"P008",1
2014,8,"P012",65
2014,8,"P013",150
2014,8,"P014",46
2014,8,"P015",11
2014,8,"P016",10
2014,8,"P017",22
2014,8,"P018",1
2014,8,"P020",176
2014,8,"P025",9
2014,8,"P027",9
2014,8,"P121",51
2014,8,"P123",302
2014,8,"P124",82
2014,8,"P125",14
2014,8,"P126",251
2014,8,"P127",100
2014,8,"P29M",1
2014,8,"P2W",4
2014,9,"H001",98
2014,9,"H009",1
2014,9,"H024",2
2014,9,"H025",7
2014,9,"H027",13
2014,9,"H02W",4
2014,9,"H23B",84
2014,9,"M19B",8
2014,9,"M23A",5
2014,9,"M23B",13
2014,9,"P012",1
2014,9,"P013",52
2014,9,"P014",16
2014,9,"P015",1
2014,9,"P017",10
2014,9,"P020",62
2014,9,"P025",1
2014,9,"P027",1
2014,9,"P028",1
2014,9,"P123",35
2014,9,"P124",1
2014,9,"P126",1
2014,9,"P127",2
2014,9,"P29M",1
2014,10,"H001",6
2014,10,"H004",1
2014,10,"H02W",1
2014,10,"M19B",6
2014,10,"P013",9
2014,10,"P014",1
2014,10,"P020",7
2014,10,"P123",1
2014,10,"P126",1
2014,11,"H004",1
2014,11,"H024",2
2014,11,"M19B",3
2014,11,"P013",3
2014,11,"P014",4
2014,11,"P017",3
2014,11,"P018",1
2014,11,"P020",3
2014,11,"P028",2
2014,11,"P29M",1
2014,12,"H004",7
2014,12,"M19B",36
2014,12,"M23B",1
2014,12,"P004",2
2014,12,"P013",9
2014,12,"P014",2
2014,12,"P017",3
2014,12,"P020",10
2014,12,"P024",4
2014,12,"P028",4
2015,1,"M19A",1
2015,1,"M19B",48
2015,1,"M23B",5
2015,1,"P004",8
2015,1,"P013",5
2015,1,"P014",3
2015,1,"P016",2
2015,1,"P017",3
2015,1,"P018",2
2015,1,"P020",33
2015,1,"P024",1
2015,1,"P028",1
2015,1,"P29M",5
2015,2,"M153",3
2015,2,"M19B",36
2015,2,"M23A",6
2015,2,"M23B",15
2015,2,"P004",3
2015,2,"P011",1
2015,2,"P013",6
2015,2,"P014",3
2015,2,"P015",1
2015,2,"P016",1
2015,2,"P017",3
2015,2,"P018",5
2015,2,"P020",30
2015,2,"P025",1
2015,2,"P027",2
2015,2,"P028",1
2015,2,"P29M",6
2015,2,"P2W",1
2015,3,"M153",1
2015,3,"M19A",9
2015,3,"M19B",47
2015,3,"M23A",4
2015,3,"M23B",13
2015,3,"P004",3
2015,3,"P016",1
2015,3,"P017",1
2015,3,"P018",5
2015,3,"P020",13
2015,3,"P027",3
2015,3,"P028",2
2015,3,"P127",2
2015,3,"P2E",1
2015,3,"P2W",1
2015,4,"M19A",2
2015,4,"M19B",27
2015,4,"M23B",26
2015,4,"P001",1
2015,4,"P004",4
2015,4,"P013",7
2015,4,"P014",6
2015,4,"P015",3
2015,4,"P016",6
2015,4,"P017",10
2015,4,"P018",8
2015,4,"P020",29
2015,4,"P027",10
2015,4,"P028",1
2015,4,"P124",5
2015,4,"P127",3
2015,4,"P29M",5
2015,5,"GSPS",1
2015,5,"H027",3
2015,5,"M19B",77
2015,5,"M23B",23
2015,5,"P001",66
2015,5,"P003",13
2015,5,"P004",20
2015,5,"P007",1
2015,5,"P012",2
2015,5,"P013",28
2015,5,"P014",37
2015,5,"P015",9
2015,5,"P016",17
2015,5,"P017",63
2015,5,"P018",7
2015,5,"P020",88
2015,5,"P024",4
2015,5,"P025",5
2015,5,"P027",13
2015,5,"P028",5
2015,5,"P123",37
2015,5,"P124",18
2015,5,"P127",1
2015,5,"P29M",13
2015,5,"P2W",3
2015,6,"GSPS",1
2015,6,"H024",5
2015,6,"H027",3
2015,6,"H23B",3
2015,6,"M068",2
2015,6,"M101",1
2015,6,"M152",1
2015,6,"M19B",86
2015,6,"M23B",34
2015,6,"M401",1
2015,6,"M403",1
2015,6,"P001",683
2015,6,"P003",37
2015,6,"P004",101
2015,6,"P006",35
2015,6,"P007",25
2015,6,"P008",1
2015,6,"P009",72
2015,6,"P011",5
2015,6,"P012",41
2015,6,"P013",119
2015,6,"P014",42
2015,6,"P015",9
2015,6,"P016",7
2015,6,"P017",36
2015,6,"P018",5
2015,6,"P020",162
2015,6,"P021",16
2015,6,"P024",7
2015,6,"P025",10
2015,6,"P026",17
2015,6,"P027",26
2015,6,"P028",2
2015,6,"P101",2
2015,6,"P121",55
2015,6,"P123",171
2015,6,"P124",63
2015,6,"P125",58
2015,6,"P126",40
2015,6,"P127",33
2015,6,"P29M",4
2015,6,"P2W",77
2015,7,"H024",1
2015,7,"H027",4
2015,7,"H23B",17
2015,7,"M053",1
2015,7,"M153",2
2015,7,"M19B",71
2015,7,"M23A",1
2015,7,"M23B",38
2015,7,"M401",11
2015,7,"P001",570
2015,7,"P003",48
2015,7,"P004",78
2015,7,"P006",5
2015,7,"P007",37
2015,7,"P008",29
2015,7,"P009",91
2015,7,"P010",1
2015,7,"P011",13
2015,7,"P012",116
2015,7,"P013",184
2015,7,"P014",52
2015,7,"P015",11
2015,7,"P016",7
2015,7,"P017",33
2015,7,"P018",1
2015,7,"P020",142
2015,7,"P021",1
2015,7,"P024",12
2015,7,"P025",45
2015,7,"P026",12
2015,7,"P027",52
2015,7,"P028",1
2015,7,"P101",2
2015,7,"P121",127
2015,7,"P123",727
2015,7,"P124",219
2015,7,"P125",65
2015,7,"P126",147
2015,7,"P127",77
2015,7,"P29M",1
2015,7,"P2W",164
2015,8,"H004",2
2015,8,"H025",6
2015,8,"H027",2
2015,8,"H23B",7
2015,8,"M079",1
2015,8,"M101",4
2015,8,"M120",1
2015,8,"M153",3
2015,8,"M19B",22
2015,8,"M23A",28
2015,8,"M23B",46
2015,8,"M401",17
2015,8,"M402",7
2015,8,"P001",474
2015,8,"P003",21
2015,8,"P004",18
2015,8,"P006",15
2015,8,"P007",12
2015,8,"P008",15
2015,8,"P009",26
2015,8,"P010",9
2015,8,"P011",7
2015,8,"P012",81
2015,8,"P013",186
2015,8,"P014",52
2015,8,"P015",8
2015,8,"P016",2
2015,8,"P017",12
2015,8,"P018",2
2015,8,"P020",148
2015,8,"P021",2
2015,8,"P025",16
2015,8,"P027",19
2015,8,"P028",1
2015,8,"P101",3
2015,8,"P121",75
2015,8,"P123",756
2015,8,"P124",172
2015,8,"P125",40
2015,8,"P126",238
2015,8,"P127",77
2015,8,"P29M",5
2015,8,"P2W",287
2015,9,"M19B",7
2015,9,"M23A",6
2015,9,"M23B",26
2015,9,"M402",1
2015,9,"P001",83
2015,9,"P004",4
2015,9,"P007",1
2015,9,"P009",1
2015,9,"P012",6
2015,9,"P013",60
2015,9,"P014",15
2015,9,"P017",2
2015,9,"P018",1
2015,9,"P020",41
2015,9,"P021",1
2015,9,"P026",1
2015,9,"P027",3
2015,9,"P028",1
2015,9,"P121",2
2015,9,"P123",10
2015,9,"P124",9
2015,9,"P126",1
2015,9,"P127",3
2015,9,"P29M",2
2015,9,"P2W",16
2015,10,"M19B",3
2015,10,"P004",3
2015,10,"P013",2
2015,10,"P014",2
2015,10,"P015",2
2015,10,"P020",6
2015,10,"P124",3
2015,11,"M153",1
2015,11,"M19B",6
2015,11,"P004",4
2015,11,"P013",2
2015,11,"P014",1
2015,11,"P015",2
2015,11,"P020",1
2015,12,"M19B",16
2015,12,"P004",2
2015,12,"P013",5
2015,12,"P016",3
2015,12,"P017",1
2015,12,"P020",12
2015,12,"P027",2
2015,12,"P028",3
2015,,"P012",2
2015,,"P017",1
2016,1,"M19B",57
2016,1,"M23B",3
2016,1,"P004",4
2016,1,"P015",3
2016,1,"P016",1
2016,1,"P018",3
2016,1,"P020",7
2016,1,"P024",1
2016,1,"P027",4
2016,1,"P028",5
2016,1,"P2W",1
2016,2,"M19B",47
2016,2,"M23B",1
2016,2,"P013",2
2016,2,"P014",3
2016,2,"P016",4
2016,2,"P017",1
2016,2,"P018",5
2016,2,"P020",7
2016,2,"P027",6
2016,2,"P028",5
2016,2,"P124",1
2016,2,"P2W",1
2016,3,"GSPS",1
2016,3,"H024",2
2016,3,"M19B",24
2016,3,"M23B",7
2016,3,"P004",5
2016,3,"P013",1
2016,3,"P015",4
2016,3,"P016",1
2016,3,"P018",3
2016,3,"P020",16
2016,3,"P024",1
2016,3,"P027",5
2016,3,"P028",4
2016,3,"P29M",6
2016,4,"GSPS",1
2016,4,"M19A",1
2016,4,"M19B",35
2016,4,"M23A",1
2016,4,"M23B",25
2016,4,"P001",1
2016,4,"P004",1
2016,4,"P012",2
2016,4,"P013",4
2016,4,"P014",13
2016,4,"P015",1
2016,4,"P016",6
2016,4,"P017",10
2016,4,"P018",2
2016,4,"P020",26
2016,4,"P024",3
2016,4,"P027",5
2016,4,"P028",16
2016,4,"P124",10
2016,4,"P127",3
2016,4,"P29M",9
2016,5,"M104",1
2016,5,"M127",1
2016,5,"M153",1
2016,5,"M19B",37
2016,5,"M23B",11
2016,5,"P001",31
2016,5,"P003",4
2016,5,"P004",11
2016,5,"P006",1
2016,5,"P007",3
2016,5,"P012",4
2016,5,"P013",38
2016,5,"P014",33
2016,5,"P015",7
2016,5,"P016",11
2016,5,"P017",78
2016,5,"P018",2
2016,5,"P020",44
2016,5,"P024",1
2016,5,"P025",2
2016,5,"P027",5
2016,5,"P028",10
2016,5,"P123",10
2016,5,"P124",32
2016,5,"P29M",7
2016,5,"P2W",17
2016,6,"GSPS",2
2016,6,"H025",2
2016,6,"H02W",4
2016,6,"H23B",6
2016,6,"M104",3
2016,6,"M153",5
2016,6,"M19B",35
2016,6,"M23B",60
2016,6,"P001",348
2016,6,"P002",3
2016,6,"P003",24
2016,6,"P004",48
2016,6,"P006",38
2016,6,"P007",34
2016,6,"P008",4
2016,6,"P009",60
2016,6,"P010",7
2016,6,"P011",13
2016,6,"P012",25
2016,6,"P013",127
2016,6,"P014",39
2016,6,"P015",34
2016,6,"P016",9
2016,6,"P017",58
2016,6,"P018",4
2016,6,"P020",75
2016,6,"P021",1
2016,6,"P024",6
2016,6,"P025",17
2016,6,"P026",5
2016,6,"P027",37
2016,6,"P028",10
2016,6,"P101",1
2016,6,"P121",26
2016,6,"P123",116
2016,6,"P124",96
2016,6,"P125",71
2016,6,"P126",62
2016,6,"P127",39
2016,6,"P29M",3
2016,6,"P2W",257
2016,7,"H024",1
2016,7,"H025",8
2016,7,"H026",2
2016,7,"H027",2
2016,7,"H23B",2
2016,7,"M094",1
2016,7,"M101",1
2016,7,"M104",1
2016,7,"M19B",17
2016,7,"M23A",2
2016,7,"M23B",46
2016,7,"M401",7
2016,7,"P001",334
2016,7,"P003",14
2016,7,"P004",24
2016,7,"P006",39
2016,7,"P007",25
2016,7,"P008",13
2016,7,"P009",43
2016,7,"P010",10
2016,7,"P011",16
2016,7,"P012",69
2016,7,"P013",116
2016,7,"P014",49
2016,7,"P015",15
2016,7,"P016",9
2016,7,"P017",23
2016,7,"P020",122
2016,7,"P021",3
2016,7,"P024",20
2016,7,"P025",67
2016,7,"P026",22
2016,7,"P027",106
2016,7,"P028",4
2016,7,"P121",62
2016,7,"P123",258
2016,7,"P124",171
2016,7,"P125",210
2016,7,"P126",203
2016,7,"P127",50
2016,7,"P29M",3
2016,7,"P2W",25
2016,8,"H024",2
2016,8,"H025",7
2016,8,"H026",3
2016,8,"H027",7
2016,8,"H02W",1
2016,8,"H23B",9
2016,8,"M068",1
2016,8,"M104",2
2016,8,"M153",1
2016,8,"M19B",24
2016,8,"M23A",30
2016,8,"M23B",84
2016,8,"M401",16
2016,8,"M403",1
2016,8,"P001",423
2016,8,"P002",1
2016,8,"P003",2
2016,8,"P004",16
2016,8,"P006",19
2016,8,"P007",48
2016,8,"P008",10
2016,8,"P009",19
2016,8,"P010",8
2016,8,"P011",20
2016,8,"P012",49
2016,8,"P013",141
2016,8,"P014",41
2016,8,"P015",5
2016,8,"P016",14
2016,8,"P017",33
2016,8,"P020",182
2016,8,"P021",9
2016,8,"P024",2
2016,8,"P025",32
2016,8,"P026",43
2016,8,"P027",40
2016,8,"P121",33
2016,8,"P123",149
2016,8,"P124",85
2016,8,"P125",45
2016,8,"P126",94
2016,8,"P127",35
2016,8,"P29M",4
2016,8,"P2W",59
2016,9,"H024",1
2016,9,"H025",1
2016,9,"M101",3
2016,9,"M153",1
2016,9,"M19B",8
2016,9,"M23A",3
2016,9,"M23B",19
2016,9,"P001",23
2016,9,"P003",2
2016,9,"P006",1
2016,9,"P008",1
2016,9,"P011",2
2016,9,"P012",7
2016,9,"P013",36
2016,9,"P014",18
2016,9,"P015",2
2016,9,"P016",9
2016,9,"P017",13
2016,9,"P018",1
2016,9,"P020",60
2016,9,"P024",1
2016,9,"P025",5
2016,9,"P026",1
2016,9,"P027",4
2016,9,"P028",12
2016,9,"P123",61
2016,9,"P124",7
2016,9,"P125",2
2016,9,"P126",4
2016,9,"P127",1
2016,9,"P29M",9
2016,10,"M19B",12
2016,10,"P001",2
2016,10,"P004",5
2016,10,"P013",1
2016,10,"P015",5
2016,10,"P016",1
2016,10,"P018",2
2016,10,"P020",9
2016,10,"P027",1
2016,10,"P29M",2
2016,11,"M19B",9
2016,11,"P004",2
2016,11,"P017",3
2016,11,"P020",3
2016,11,"P028",1
2016,11,"P29M",3
2016,12,"M19A",3
2016,12,"M19B",18
2016,12,"P004",4
2016,12,"P013",1
2016,12,"P015",1
2016,12,"P016",1
2016,12,"P017",7
2016,12,"P020",9
2016,12,"P027",1
2016,12,"P028",7
2016,12,"P29M",1
2016,,"H021",1
2016,,"H23B",10
2016,,"M19B",2
2016,,"M23B",5
2016,,"M401",5
2016,,"P001",10
2016,,"P003",2
2016,,"P004",1
2016,,"P007",9
2016,,"P013",9
2016,,"P014",4
2016,,"P020",1
2016,,"P021",1
2016,,"P025",1
2016,,"P027",1
2016,,"P121",1
2016,,"P123",4
2016,,"P124",5
2016,,"P125",2
2016,,"P126",14
2017,1,"M19A",2
2017,1,"M19B",49
2017,1,"M23B",1
2017,1,"P004",1
2017,1,"P013",8
2017,1,"P014",4
2017,1,"P016",1
2017,1,"P017",8
2017,1,"P018",2
2017,1,"P020",8
2017,1,"P027",4
2017,1,"P028",14
2017,1,"P29M",2
2017,2,"M068",1
2017,2,"M153",1
2017,2,"M19B",23
2017,2,"M23A",1
2017,2,"M23B",2
2017,2,"P004",2
2017,2,"P013",1
2017,2,"P014",1
2017,2,"P017",1
2017,2,"P020",3
2017,2,"P027",1
2017,2,"P028",11
2017,2,"P29M",3
2017,3,"M19B",21
2017,3,"M23B",14
2017,3,"P004",1
2017,3,"P014",1
2017,3,"P018",1
2017,3,"P020",8
2017,3,"P027",6
2017,3,"P028",10
2017,3,"P29M",2
2017,4,"GSPS",2
2017,4,"M19B",25
2017,4,"M23B",43
2017,4,"P004",1
2017,4,"P006",2
2017,4,"P012",1
2017,4,"P013",4
2017,4,"P014",17
2017,4,"P015",7
2017,4,"P016",17
2017,4,"P017",80
2017,4,"P018",6
2017,4,"P020",20
2017,4,"P025",1
2017,4,"P027",14
2017,4,"P028",13
2017,4,"P127",1
2017,4,"P29M",25
2017,5,"GSPS",6
2017,5,"H024",1
2017,5,"M104",1
2017,5,"M19B",32
2017,5,"M23B",41
2017,5,"P001",33
2017,5,"P003",9
2017,5,"P004",12
2017,5,"P007",5
2017,5,"P011",6
2017,5,"P012",3
2017,5,"P013",45
2017,5,"P014",113
2017,5,"P015",17
2017,5,"P016",44
2017,5,"P017",81
2017,5,"P018",1
2017,5,"P020",42
2017,5,"P024",2
2017,5,"P025",35
2017,5,"P027",36
2017,5,"P028",19
2017,5,"P111",3
2017,5,"P123",39
2017,5,"P124",11
2017,5,"P125",17
2017,5,"P127",3
2017,5,"P29M",66
2017,5,"P2W",4
2017,6,"GSPS",2
2017,6,"H025",4
2017,6,"H23B",3
2017,6,"M068",1
2017,6,"M101",3
2017,6,"M153",2
2017,6,"M19B",44
2017,6,"M23B",146
2017,6,"P001",235
2017,6,"P002",3
2017,6,"P003",24
2017,6,"P004",52
2017,6,"P006",32
2017,6,"P007",3
2017,6,"P008",3
2017,6,"P009",99
2017,6,"P011",14
2017,6,"P012",42
2017,6,"P013",168
2017,6,"P014",67
2017,6,"P015",32
2017,6,"P016",27
2017,6,"P017",58
2017,6,"P018",9
2017,6,"P020",156
2017,6,"P021",17
2017,6,"P024",15
2017,6,"P025",142
2017,6,"P026",26
2017,6,"P027",87
2017,6,"P028",21
2017,6,"P101",1
2017,6,"P111",7
2017,6,"P121",90
2017,6,"P123",91
2017,6,"P124",58
2017,6,"P125",40
2017,6,"P126",37
2017,6,"P127",20
2017,6,"P29M",26
2017,6,"P2W",45
2017,7,"GSPS",3
2017,7,"H004",1
2017,7,"H021",2
2017,7,"H023",1
2017,7,"H025",1
2017,7,"H23B",9
2017,7,"M120",1
2017,7,"M127",1
2017,7,"M19B",47
2017,7,"M23A",2
2017,7,"M23B",120
2017,7,"M403",2
2017,7,"P001",193
2017,7,"P003",16
2017,7,"P004",60
2017,7,"P006",18
2017,7,"P007",19
2017,7,"P008",16
2017,7,"P009",86
2017,7,"P011",16
2017,7,"P012",117
2017,7,"P013",240
2017,7,"P014",78
2017,7,"P015",34
2017,7,"P016",25
2017,7,"P017",80
2017,7,"P018",2
2017,7,"P020",343
2017,7,"P021",3
2017,7,"P024",69
2017,7,"P025",54
2017,7,"P026",47
2017,7,"P027",104
2017,7,"P028",10
2017,7,"P104",1
2017,7,"P121",204
2017,7,"P123",436
2017,7,"P124",157
2017,7,"P125",76
2017,7,"P126",124
2017,7,"P127",145
2017,7,"P29M",23
2017,7,"P2W",63
2017,8,"H025",2
2017,8,"H23B",11
2017,8,"M079",1
2017,8,"M098",2
2017,8,"M101",1
2017,8,"M146",1
2017,8,"M153",1
2017,8,"M19B",24
2017,8,"M23A",53
