year,month,area,head_total
2017,8,"M23B",100
2017,8,"M403",1
2017,8,"P001",384
2017,8,"P003",4
2017,8,"P004",6
2017,8,"P006",4
2017,8,"P007",27
2017,8,"P008",15
2017,8,"P009",75
2017,8,"P010",9
2017,8,"P011",10
2017,8,"P012",124
2017,8,"P013",213
2017,8,"P014",59
2017,8,"P015",27
2017,8,"P016",10
2017,8,"P017",27
2017,8,"P018",3
2017,8,"P020",418
2017,8,"P021",7
2017,8,"P024",1
2017,8,"P025",56
2017,8,"P026",47
2017,8,"P027",38
2017,8,"P028",4
2017,8,"P101",1
2017,8,"P111",1
2017,8,"P121",76
2017,8,"P123",175
2017,8,"P124",173
2017,8,"P125",22
2017,8,"P126",76
2017,8,"P127",110
2017,8,"P29M",5
2017,8,"P2W",80
2017,9,"M146",1
2017,9,"M19B",11
2017,9,"M23A",13
2017,9,"M23B",28
2017,9,"P001",52
2017,9,"P004",2
2017,9,"P008",3
2017,9,"P011",6
2017,9,"P012",4
2017,9,"P013",85
2017,9,"P014",11
2017,9,"P015",5
2017,9,"P016",2
2017,9,"P017",7
2017,9,"P018",2
2017,9,"P020",55
2017,9,"P025",6
2017,9,"P027",1
2017,9,"P028",10
2017,9,"P123",9
2017,9,"P124",1
2017,9,"P127",3
2017,9,"P29M",6
2017,9,"P2W",3
2017,10,"M19B",14
2017,10,"P013",4
2017,10,"P014",1
2017,10,"P015",1
2017,10,"P016",2
2017,10,"P017",4
2017,10,"P018",1
2017,10,"P020",19
2017,10,"P028",13
2017,11,"M19B",4
2017,11,"P013",2
2017,11,"P017",2
2017,11,"P020",10
2017,11,"P028",3
2017,12,"M19A",1
2017,12,"M19B",17
2017,12,"P004",2
2017,12,"P013",6
2017,12,"P014",3
2017,12,"P016",2
2017,12,"P017",4
2017,12,"P018",4
2017,12,"P020",7
2017,12,"P024",2
2017,12,"P027",3
2017,12,"P028",15
2017,,"M19B",1
2017,,"P001",4
2017,,"P004",4
2017,,"P013",1
2017,,"P017",2
2017,,"P020",1
2017,,"P025",1
2017,,"P124",1
2018,1,"M19B",17
2018,1,"P004",3
2018,1,"P013",2
2018,1,"P014",5
2018,1,"P017",2
2018,1,"P018",4
2018,1,"P020",7
2018,1,"P024",1
2018,1,"P027",5
2018,1,"P028",4
2018,1,"P123",1
2018,1,"P29M",2
2018,2,"M19B",18
2018,2,"M23A",1
2018,2,"P004",1
2018,2,"P013",4
2018,2,"P014",2
2018,2,"P016",2
2018,2,"P017",4
2018,2,"P018",4
2018,2,"P020",6
2018,2,"P024",1
2018,2,"P027",11
2018,2,"P028",15
2018,2,"P29M",4
2018,3,"GSPS",1
2018,3,"M039",1
2018,3,"M19A",3
2018,3,"M19B",25
2018,3,"M23B",15
2018,3,"P004",1
2018,3,"P013",7
2018,3,"P014",5
2018,3,"P015",7
2018,3,"P016",7
2018,3,"P017",5
2018,3,"P018",9
2018,3,"P020",15
2018,3,"P025",4
2018,3,"P027",6
2018,3,"P028",22
2018,3,"P123",1
2018,3,"P124",2
2018,3,"P29M",10
2018,3,"P2E",1
2018,4,"M153",1
2018,4,"M19B",25
2018,4,"M23B",25
2018,4,"P004",1
2018,4,"P012",2
2018,4,"P013",5
2018,4,"P014",14
2018,4,"P015",5
2018,4,"P016",1
2018,4,"P017",43
2018,4,"P018",6
2018,4,"P020",24
2018,4,"P024",4
2018,4,"P028",11
2018,4,"P123",2
2018,4,"P124",6
2018,4,"P127",15
2018,4,"P29M",47
2018,5,"H024",1
2018,5,"M101",1
2018,5,"M104",2
2018,5,"M152",1
2018,5,"M19B",42
2018,5,"M23B",96
2018,5,"M304",1
2018,5,"P001",26
2018,5,"P003",13
2018,5,"P004",14
2018,5,"P006",2
2018,5,"P007",3
2018,5,"P009",3
2018,5,"P011",1
2018,5,"P012",7
2018,5,"P013",91
2018,5,"P014",77
2018,5,"P015",18
2018,5,"P016",39
2018,5,"P017",178
2018,5,"P018",1
2018,5,"P020",41
2018,5,"P025",3
2018,5,"P027",2
2018,5,"P028",12
2018,5,"P111",1
2018,5,"P121",2
2018,5,"P123",6
2018,5,"P124",5
2018,5,"P125",8
2018,5,"P127",6
2018,5,"P29M",112
2018,5,"P2W",32
2018,6,"GSPS",2
2018,6,"H023",8
2018,6,"H024",2
2018,6,"H025",1
2018,6,"H23B",3
2018,6,"H29A",2
2018,6,"M079",1
2018,6,"M094",2
2018,6,"M104",4
2018,6,"M120",1
2018,6,"M127",4
2018,6,"M146",1
2018,6,"M19B",20
2018,6,"M23A",7
2018,6,"M23B",316
2018,6,"M402",2
2018,6,"P001",167
2018,6,"P003",8
2018,6,"P004",4
2018,6,"P006",2
2018,6,"P007",4
2018,6,"P008",1
2018,6,"P009",92
2018,6,"P010",1
2018,6,"P011",16
2018,6,"P012",61
2018,6,"P013",201
2018,6,"P014",68
2018,6,"P015",49
2018,6,"P016",30
2018,6,"P017",108
2018,6,"P018",2
2018,6,"P020",102
2018,6,"P021",19
2018,6,"P024",5
2018,6,"P025",60
2018,6,"P026",6
2018,6,"P027",13
2018,6,"P028",5
2018,6,"P101",5
2018,6,"P111",11
2018,6,"P121",137
2018,6,"P123",208
2018,6,"P124",51
2018,6,"P125",121
2018,6,"P126",24
2018,6,"P127",14
2018,6,"P142",6
2018,6,"P29M",24
2018,6,"P2W",98
2018,7,"H004",4
2018,7,"H023",7
2018,7,"H024",1
2018,7,"H025",3
2018,7,"H026",16
2018,7,"H027",2
2018,7,"H23B",5
2018,7,"M101",7
2018,7,"M104",3
2018,7,"M127",4
2018,7,"M146",1
2018,7,"M153",4
2018,7,"M19A",1
2018,7,"M19B",62
2018,7,"M23A",5
2018,7,"M23B",301
2018,7,"P001",384
2018,7,"P002",1
2018,7,"P003",25
2018,7,"P004",60
2018,7,"P006",2
2018,7,"P007",35
2018,7,"P008",33
2018,7,"P009",115
2018,7,"P010",3
2018,7,"P011",19
2018,7,"P012",134
2018,7,"P013",186
2018,7,"P014",74
2018,7,"P015",31
2018,7,"P016",53
2018,7,"P017",79
2018,7,"P018",6
2018,7,"P020",351
2018,7,"P021",35
2018,7,"P024",31
2018,7,"P025",152
2018,7,"P026",49
2018,7,"P027",39
2018,7,"P028",4
2018,7,"P101",3
2018,7,"P111",1
2018,7,"P121",274
2018,7,"P123",225
2018,7,"P124",100
2018,7,"P125",128
2018,7,"P126",217
2018,7,"P127",44
2018,7,"P142",4
2018,7,"P29M",8
2018,7,"P2W",247
2018,8,"H004",1
2018,8,"H024",4
2018,8,"H025",4
2018,8,"H026",3
2018,8,"H027",1
2018,8,"H23B",16
2018,8,"M054",1
2018,8,"M101",1
2018,8,"M118",1
2018,8,"M120",1
2018,8,"M127",1
2018,8,"M153",1
2018,8,"M19B",18
2018,8,"M23A",51
2018,8,"M23B",106
2018,8,"M402",6
2018,8,"P001",524
2018,8,"P002",3
2018,8,"P003",22
2018,8,"P004",21
2018,8,"P006",19
2018,8,"P007",8
2018,8,"P008",20
2018,8,"P009",45
2018,8,"P010",2
2018,8,"P011",8
2018,8,"P012",59
2018,8,"P013",141
2018,8,"P014",73
2018,8,"P015",16
2018,8,"P016",25
2018,8,"P017",41
2018,8,"P020",300
2018,8,"P024",7
2018,8,"P025",79
2018,8,"P026",51
2018,8,"P027",38
2018,8,"P028",2
2018,8,"P101",30
2018,8,"P121",78
2018,8,"P123",227
2018,8,"P124",38
2018,8,"P125",13
2018,8,"P126",18
2018,8,"P127",22
2018,8,"P29M",9
2018,8,"P2W",93
2018,9,"H024",1
2018,9,"H23B",1
2018,9,"M153",2
2018,9,"M19B",23
2018,9,"M23A",18
2018,9,"M23B",29
2018,9,"P001",25
2018,9,"P002",4
2018,9,"P004",4
2018,9,"P009",2
2018,9,"P012",3
2018,9,"P013",37
2018,9,"P014",4
2018,9,"P015",7
2018,9,"P016",12
2018,9,"P017",6
2018,9,"P020",67
2018,9,"P024",1
2018,9,"P025",3
2018,9,"P027",3
2018,9,"P028",13
2018,9,"P101",2
2018,9,"P123",12
2018,9,"P124",2
2018,9,"P125",1
2018,9,"P126",7
2018,9,"P29M",4
2018,9,"P2W",1
2018,10,"M19B",17
2018,10,"P004",1
2018,10,"P013",3
2018,10,"P014",1
2018,10,"P015",3
2018,10,"P016",2
2018,10,"P017",1
2018,10,"P020",2
2018,10,"P028",13
2018,10,"P29M",1
2018,11,"M19B",13
2018,11,"P004",2
2018,11,"P013",3
2018,11,"P015",1
2018,11,"P016",1
2018,11,"P020",12
2018,11,"P028",13
2018,11,"P29M",1
2018,12,"M19B",12
2018,12,"P013",2
2018,12,"P014",1
2018,12,"P015",1
2018,12,"P016",2
2018,12,"P018",1
2018,12,"P020",18
2018,12,"P027",4
2018,12,"P028",10
2018,12,"P29M",2
2018,,"P013",1
2018,,"P29M",1
2018,,"P2W",1
2019,1,"M19B",40
2019,1,"P004",4
2019,1,"P013",1
2019,1,"P015",1
2019,1,"P016",6
2019,1,"P017",5
2019,1,"P018",2
2019,1,"P020",11
2019,1,"P027",2
2019,1,"P028",12
2019,1,"P29M",2
2019,2,"M19B",14
2019,2,"P001",2
2019,2,"P004",4
2019,2,"P013",2
2019,2,"P015",1
2019,2,"P017",3
2019,2,"P018",1
2019,2,"P020",5
2019,2,"P027",4
2019,2,"P028",12
2019,3,"M19A",1
2019,3,"M19B",20
2019,3,"M23B",3
2019,3,"P004",11
2019,3,"P012",1
2019,3,"P013",1
2019,3,"P014",3
2019,3,"P015",4
2019,3,"P016",2
2019,3,"P017",4
2019,3,"P018",5
2019,3,"P020",23
2019,3,"P021",1
2019,3,"P027",2
2019,3,"P028",31
2019,3,"P142",1
2019,3,"P29M",11
2019,4,"M19B",6
2019,4,"M23B",20
2019,4,"P004",6
2019,4,"P014",1
2019,4,"P015",2
2019,4,"P016",1
2019,4,"P017",8
2019,4,"P018",1
2019,4,"P020",7
2019,4,"P025",1
2019,4,"P028",15
2019,4,"P29M",12
2019,5,"M068",4
2019,5,"M23B",60
2019,5,"P001",11
2019,5,"P003",7
2019,5,"P004",29
2019,5,"P006",6
2019,5,"P009",6
2019,5,"P013",1
2019,5,"P024",8
2019,5,"P025",6
2019,5,"P026",6
2019,5,"P027",8
2019,5,"P123",9
2019,5,"P125",1
2019,5,"P2W",22
2019,6,"H024",1
2019,6,"H025",1
2019,6,"H23B",15
2019,6,"M034",1
2019,6,"M079",1
2019,6,"M092",2
2019,6,"M23A",1
2019,6,"M23B",328
2019,6,"P001",196
2019,6,"P003",22
2019,6,"P004",32
2019,6,"P005",1
2019,6,"P006",44
2019,6,"P007",2
2019,6,"P008",3
2019,6,"P009",70
2019,6,"P010",5
2019,6,"P011",21
2019,6,"P012",1
2019,6,"P014",3
2019,6,"P015",2
2019,6,"P020",1
2019,6,"P021",37
2019,6,"P024",14
2019,6,"P025",88
2019,6,"P026",25
2019,6,"P027",44
2019,6,"P111",3
2019,6,"P123",97
2019,6,"P124",37
2019,6,"P125",37
2019,6,"P127",2
2019,6,"P142",1
2019,6,"P2W",15
2019,7,"H021",1
2019,7,"H023",2
2019,7,"H025",3
2019,7,"H23B",6
2019,7,"M039",1
2019,7,"M068",1
2019,7,"M079",1
2019,7,"M086",1
2019,7,"M094",2
2019,7,"M23A",9
2019,7,"M23B",249
2019,7,"P001",206
2019,7,"P003",48
2019,7,"P004",27
2019,7,"P006",80
2019,7,"P007",24
2019,7,"P008",20
2019,7,"P009",125
2019,7,"P010",6
2019,7,"P011",40
2019,7,"P012",45
2019,7,"P013",110
2019,7,"P014",68
2019,7,"P015",36
2019,7,"P016",38
2019,7,"P017",106
2019,7,"P020",46
2019,7,"P021",66
2019,7,"P024",53
2019,7,"P025",198
2019,7,"P026",66
2019,7,"P027",62
2019,7,"P028",9
2019,7,"P101",16
2019,7,"P111",12
2019,7,"P121",129
2019,7,"P123",281
2019,7,"P124",98
2019,7,"P125",46
2019,7,"P126",10
2019,7,"P127",6
2019,7,"P142",1
2019,7,"P29M",1
2019,7,"P2W",21
2019,8,"H023",3
2019,8,"H026",3
2019,8,"H23B",1
2019,8,"M127",3
2019,8,"M153",2
2019,8,"M19B",37
2019,8,"M23A",105
2019,8,"M23B",149
2019,8,"P001",249
2019,8,"P003",20
2019,8,"P004",11
2019,8,"P006",40
2019,8,"P007",11
2019,8,"P008",33
2019,8,"P009",70
2019,8,"P010",3
2019,8,"P011",16
2019,8,"P012",75
2019,8,"P013",173
2019,8,"P014",69
2019,8,"P015",35
2019,8,"P016",20
2019,8,"P017",46
2019,8,"P018",2
2019,8,"P020",247
2019,8,"P021",16
2019,8,"P024",10
2019,8,"P025",56
2019,8,"P026",26
2019,8,"P027",45
2019,8,"P028",9
2019,8,"P101",6
2019,8,"P111",5
2019,8,"P121",46
2019,8,"P123",158
2019,8,"P124",24
2019,8,"P125",11
2019,8,"P126",74
2019,8,"P127",55
2019,8,"P29M",13
2019,8,"P2W",29
2019,9,"GSPS",4
2019,9,"M19B",11
2019,9,"M23A",12
2019,9,"M23B",27
2019,9,"P001",52
2019,9,"P004",1
2019,9,"P006",1
2019,9,"P009",1
2019,9,"P012",11
2019,9,"P013",57
2019,9,"P014",23
2019,9,"P015",7
2019,9,"P016",2
2019,9,"P017",5
2019,9,"P018",1
2019,9,"P020",35
2019,9,"P025",2
2019,9,"P026",2
2019,9,"P027",2
2019,9,"P028",10
2019,9,"P123",23
2019,9,"P124",1
2019,9,"P126",2
2019,9,"P127",1
2019,9,"P29M",19
2019,9,"P2W",1
2019,10,"M19B",9
2019,10,"P013",1
2019,10,"P014",1
2019,10,"P016",3
2019,10,"P017",1
2019,10,"P020",4
2019,10,"P028",3
2019,10,"P29M",1
2019,11,"M19B",4
2019,11,"P004",1
2019,11,"P013",2
2019,11,"P014",2
2019,11,"P016",3
2019,11,"P017",3
2019,11,"P020",2
2019,11,"P028",5
2019,12,"M19B",3
2019,12,"P016",3
2019,12,"P017",6
2019,12,"P018",1
2019,12,"P020",1
2019,12,"P027",2
2019,12,"P028",10
2019,12,"P29M",1
2019,,"M124",2
2019,,"M19B",2
2019,,"P001",40
2019,,"P025",1
2020,1,"M19B",2
2020,1,"M23B",2
2020,1,"P004",2
2020,1,"P009",1
2020,1,"P016",1
2020,1,"P017",3
2020,1,"P018",7
2020,1,"P020",2
2020,1,"P027",3
2020,1,"P028",1
2020,2,"M19A",1
2020,2,"M19B",14
2020,2,"M23B",1
2020,2,"P013",1
2020,2,"P014",4
2020,2,"P017",10
2020,2,"P018",8
2020,2,"P020",8
2020,2,"P027",1
2020,2,"P028",11
2020,2,"P29M",1
2020,3,"M19B",9
2020,3,"M23B",7
2020,3,"P004",1
2020,3,"P012",1
2020,3,"P013",15
2020,3,"P014",3
2020,3,"P015",4
2020,3,"P016",4
2020,3,"P017",12
2020,3,"P018",8
2020,3,"P020",12
2020,3,"P027",3
2020,3,"P028",10
2020,3,"P29M",11
2020,4,"M23B",18
2020,4,"P004",1
2020,4,"P011",1
2020,4,"P027",1
2020,4,"P028",1
2020,4,"P124",1
2020,5,"H23B",2
2020,5,"M068",1
2020,5,"M23B",20
2020,5,"P001",1
2020,5,"P003",1
2020,5,"P004",16
2020,5,"P009",4
2020,5,"P011",6
2020,5,"P123",2
2020,6,"H023",1
2020,6,"H026",1
2020,6,"M092",1
2020,6,"M23B",78
2020,6,"P003",1
2020,6,"P004",6
2020,6,"P006",4
2020,6,"P008",3
2020,6,"P009",42
2020,6,"P011",15
2020,6,"P012",7
2020,6,"P014",1
2020,6,"P020",1
2020,6,"P021",1
2020,6,"P024",2
2020,6,"P025",16
2020,6,"P026",1
2020,6,"P027",11
2020,6,"P111",1
2020,6,"P123",6
2020,6,"P125",13
2020,7,"H023",5
2020,7,"H025",1
2020,7,"M101",3
2020,7,"M23A",3
2020,7,"M23B",48
2020,7,"P001",134
2020,7,"P003",10
2020,7,"P004",9
2020,7,"P006",7
2020,7,"P007",1
2020,7,"P009",59
2020,7,"P010",7
2020,7,"P011",17
2020,7,"P012",39
2020,7,"P013",102
2020,7,"P014",55
2020,7,"P015",27
2020,7,"P016",14
2020,7,"P017",27
2020,7,"P020",32
2020,7,"P021",4
2020,7,"P024",20
2020,7,"P025",46
2020,7,"P026",23
2020,7,"P027",22
2020,7,"P028",3
2020,7,"P101",6
2020,7,"P111",11
2020,7,"P121",5
2020,7,"P123",111
2020,7,"P124",20
2020,7,"P125",26
2020,7,"P126",11
2020,7,"P127",3
2020,7,"P29M",3
2020,8,"H023",7
2020,8,"H025",6
2020,8,"H026",1
2020,8,"H23B",1
2020,8,"M104",1
2020,8,"M153",1
2020,8,"M19B",13
2020,8,"M23A",88
2020,8,"M23B",73
2020,8,"P001",4
2020,8,"P004",10
2020,8,"P007",1
2020,8,"P009",35
2020,8,"P010",2
2020,8,"P011",11
2020,8,"P012",40
2020,8,"P013",121
2020,8,"P014",62
2020,8,"P015",16
2020,8,"P016",14
2020,8,"P017",35
2020,8,"P018",1
2020,8,"P020",137
2020,8,"P023",5
2020,8,"P024",1
2020,8,"P025",24
2020,8,"P026",22
2020,8,"P027",6
2020,8,"P028",3
2020,8,"P121",20
2020,8,"P123",130
2020,8,"P124",36
2020,8,"P125",6
2020,8,"P126",32
2020,8,"P127",8
2020,8,"P29M",3
2020,8,"P2W",6
2020,9,"M101",1
2020,9,"M127",3
2020,9,"M19B",4
2020,9,"M23A",15
2020,9,"M23B",11
2020,9,"P001",4
2020,9,"P009",2
2020,9,"P011",1
2020,9,"P012",5
2020,9,"P013",42
2020,9,"P014",34
2020,9,"P015",2
2020,9,"P016",4
2020,9,"P017",9
2020,9,"P020",37
2020,9,"P027",1
2020,9,"P028",7
2020,9,"P123",17
2020,9,"P124",1
2020,9,"P29M",15
2020,9,"P2W",2
2020,10,"M19B",1
2020,10,"P013",3
2020,10,"P014",1
2020,10,"P015",1
2020,10,"P016",3
2020,10,"P017",1
2020,10,"P020",10
2020,10,"P028",4
2020,11,"M19B",4
2020,11,"P014",2
2020,11,"P015",2
2020,11,"P020",5
2020,11,"P028",10
2020,12,"M19A",3
2020,12,"M19B",12
2020,12,"P004",1
2020,12,"P013",2
2020,12,"P014",9
2020,12,"P016",2
2020,12,"P017",2
2020,12,"P018",4
2020,12,"P020",8
2020,12,"P028",7
2020,12,"P29M",1
2020,,"M068",1
2020,,"M19B",2
2020,,"M23A",1
2020,,"M23B",3
2020,,"P004",2
2020,,"P012",1
2020,,"P013",2
2020,,"P014",1
2020,,"P017",2
2020,,"P020",1
2020,,"P125",1
2021,1,"M19A",2
2021,1,"M19B",12
2021,1,"P013",4
2021,1,"P014",2
2021,1,"P015",3
2021,1,"P016",1
2021,1,"P017",1
2021,1,"P020",15
2021,1,"P028",6
2021,2,"M19A",3
2021,2,"M19B",2
2021,2,"P014",4
2021,2,"P018",3
2021,2,"P020",12
2021,2,"P028",2
2021,3,"M19A",2
2021,3,"M19B",9
2021,3,"M23B",23
2021,3,"P013",1
2021,3,"P014",4
2021,3,"P015",1
2021,3,"P016",2
2021,3,"P017",5
2021,3,"P018",3
2021,3,"P020",32
2021,3,"P028",13
2021,3,"P29M",7
2021,4,"M23B",23
2021,4,"P006",1
2021,4,"P009",1
2021,4,"P025",1
2021,4,"P123",24
2021,5,"H023",1
2021,5,"H23B",4
2021,5,"M054",1
2021,5,"M23B",42
2021,5,"P001",4
2021,5,"P003",4
2021,5,"P004",26
2021,5,"P006",5
2021,5,"P007",2
2021,5,"P009",2
2021,5,"P011",3
2021,5,"P012",1
2021,5,"P013",6
2021,5,"P015",14
2021,5,"P016",6
2021,5,"P020",5
2021,5,"P025",16
2021,5,"P027",7
2021,5,"P111",1
2021,5,"P123",43
2021,5,"P124",1
2021,5,"P125",4
2021,6,"H025",1
2021,6,"H23B",4
2021,6,"M23B",383
2021,6,"P001",6
2021,6,"P003",6
2021,6,"P004",30
2021,6,"P006",10
2021,6,"P007",2
2021,6,"P009",71
2021,6,"P011",9
2021,6,"P012",3
2021,6,"P013",17
2021,6,"P015",16
2021,6,"P016",11
2021,6,"P017",2
2021,6,"P020",13
2021,6,"P021",3
2021,6,"P024",34
2021,6,"P025",85
2021,6,"P026",45
2021,6,"P027",26
2021,6,"P111",2
2021,6,"P123",43
2021,6,"P124",12
2021,6,"P125",47
2021,7,"GSPS",1
2021,7,"H025",2
2021,7,"M054",1
2021,7,"M068",2
2021,7,"M094",2
2021,7,"M101",3
2021,7,"M104",2
2021,7,"M211",1
2021,7,"M23A",3
2021,7,"M23B",289
2021,7,"P001",142
2021,7,"P003",18
2021,7,"P004",9
2021,7,"P006",28
2021,7,"P007",3
2021,7,"P008",1
2021,7,"P009",108
2021,7,"P011",48
2021,7,"P012",42
2021,7,"P013",166
2021,7,"P014",104
2021,7,"P015",50
2021,7,"P016",54
2021,7,"P017",71
2021,7,"P018",1
2021,7,"P020",53
2021,7,"P021",33
2021,7,"P024",6
2021,7,"P025",154
2021,7,"P026",76
2021,7,"P027",97
2021,7,"P101",1
2021,7,"P111",25
2021,7,"P121",30
2021,7,"P123",177
2021,7,"P124",68
2021,7,"P125",51
2021,7,"P126",6
2021,7,"P127",19
2021,7,"P29M",5
2021,7,"P2W",2
2021,8,"H023",1
2021,8,"H025",5
2021,8,"H23B",2
2021,8,"M054",1
2021,8,"M120",1
2021,8,"M146",3
2021,8,"M153",3
2021,8,"M19B",20
2021,8,"M23A",86
2021,8,"M23B",192
2021,8,"P001",299
2021,8,"P003",2
2021,8,"P004",16
2021,8,"P008",5
2021,8,"P009",48
2021,8,"P011",40
2021,8,"P012",37
2021,8,"P013",141
2021,8,"P014",98
2021,8,"P015",22
2021,8,"P016",16
2021,8,"P017",47
2021,8,"P018",2
2021,8,"P020",265
2021,8,"P021",5
2021,8,"P024",2
2021,8,"P025",88
2021,8,"P026",83
2021,8,"P027",32
2021,8,"P028",1
2021,8,"P101",4
2021,8,"P111",7
2021,8,"P121",4
2021,8,"P123",168
2021,8,"P124",42
2021,8,"P125",6
2021,8,"P126",3
2021,8,"P127",13
2021,8,"P29M",2
2021,8,"P2W",11
2021,9,"M19B",7
2021,9,"M23A",3
2021,9,"M23B",27
2021,9,"P001",49
2021,9,"P004",1
2021,9,"P007",1
2021,9,"P012",2
2021,9,"P013",48
2021,9,"P014",55
2021,9,"P015",30
2021,9,"P016",6
2021,9,"P017",17
2021,9,"P018",1
2021,9,"P020",71
2021,9,"P025",5
2021,9,"P027",4
2021,9,"P028",17
2021,9,"P123",26
2021,9,"P124",9
2021,9,"P29M",13
2021,9,"P2W",2
2021,10,"P004",1
2021,10,"P013",2
2021,10,"P014",5
2021,10,"P015",1
2021,10,"P016",2
2021,10,"P017",7
2021,10,"P020",12
2021,10,"P028",15
2021,11,"M19A",1
2021,11,"M19B",3
2021,11,"P004",1
2021,11,"P013",2
2021,11,"P014",1
2021,11,"P016",8
2021,11,"P020",1
2021,11,"P028",26
2021,11,"P29M",2
2021,12,"M19A",6
2021,12,"P004",2
2021,12,"P013",3
2021,12,"P014",6
2021,12,"P016",2
2021,12,"P017",2
2021,12,"P018",4
2021,12,"P020",3
2021,12,"P028",5
2021,12,"P29M",2
2021,,"H23B",1
2021,,"M19B",2
2021,,"M23B",2
2021,,"P001",7
2021,,"P011",1
2021,,"P012",2
2021,,"P013",1
2021,,"P015",1
2021,,"P025",1
2021,,"P2W",13
2022,1,"M19A",9
2022,1,"M19B",8
2022,1,"M23B",1
2022,1,"P013",2
2022,1,"P014",16
2022,1,"P016",1
2022,1,"P017",8
2022,1,"P018",10
2022,1,"P020",13
2022,1,"P028",22
2022,1,"P29M",2
2022,2,"M19B",7
2022,2,"M23B",19
2022,2,"P013",2
2022,2,"P014",4
2022,2,"P017",8
2022,2,"P020",10
2022,2,"P028",8
2022,2,"P29M",3
2022,3,"M19A",1
2022,3,"M19B",22
2022,3,"M23B",35
2022,3,"P001",1
2022,3,"P006",1
2022,3,"P009",1
2022,3,"P013",3
2022,3,"P014",9
2022,3,"P015",1
2022,3,"P016",3
2022,3,"P017",13
2022,3,"P018",5
2022,3,"P020",57
2022,3,"P028",24
2022,3,"P29M",6
2022,4,"H23B",3
2022,4,"M23B",28
2022,4,"P013",9
2022,4,"P014",3
2022,4,"P015",2
2022,4,"P016",4
2022,4,"P020",1
2022,4,"P026",1
2022,4,"P027",1
2022,4,"P123",3
2022,4,"P29M",1
2022,5,"H027",1
2022,5,"M23A",1
2022,5,"M23B",92
2022,5,"P001",26
2022,5,"P003",6
2022,5,"P004",25
2022,5,"P009",4
2022,5,"P013",20
2022,5,"P015",5
2022,5,"P016",1
2022,5,"P020",3
2022,5,"P025",38
2022,5,"P027",5
2022,5,"P123",43
2022,5,"P125",5
2022,5,"P29M",1
2022,5,"P2W",3
2022,6,"H23B",3
2022,6,"M068",2
2022,6,"M23B",302
2022,6,"P001",403
2022,6,"P003",7
2022,6,"P004",20
2022,6,"P006",30
2022,6,"P007",3
2022,6,"P009",82
2022,6,"P011",14
2022,6,"P012",3
2022,6,"P013",27
2022,6,"P014",2
2022,6,"P015",25
2022,6,"P016",7
2022,6,"P020",27
2022,6,"P021",50
2022,6,"P024",14
2022,6,"P025",163
2022,6,"P026",67
2022,6,"P027",25
2022,6,"P101",4
2022,6,"P111",1
2022,6,"P123",48
2022,6,"P124",26
2022,6,"P125",42
2022,6,"P126",1
2022,6,"P127",1
2022,6,"P29M",1
2022,6,"P2W",6
2022,7,"H021",1
2022,7,"H023",1
2022,7,"H024",1
2022,7,"H23B",1
2022,7,"M094",1
2022,7,"M146",1
2022,7,"M23A",5
2022,7,"M23B",236
2022,7,"P001",235
2022,7,"P002",3
2022,7,"P004",1
2022,7,"P006",49
2022,7,"P007",3
2022,7,"P008",2
2022,7,"P009",80
2022,7,"P011",38
2022,7,"P012",16
2022,7,"P013",121
2022,7,"P014",110
2022,7,"P015",61
2022,7,"P016",47
2022,7,"P017",100
2022,7,"P020",48
2022,7,"P021",29
2022,7,"P024",12
2022,7,"P025",210
2022,7,"P026",169
2022,7,"P027",51
2022,7,"P101",3
2022,7,"P111",2
2022,7,"P121",27
2022,7,"P123",135
2022,7,"P124",39
2022,7,"P125",21
2022,7,"P126",8
2022,7,"P127",11
2022,7,"P29M",6
2022,7,"P2W",15
2022,8,"H023",2
2022,8,"H025",1
2022,8,"H23B",4
2022,8,"M101",4
2022,8,"M111",1
2022,8,"M120",4
2022,8,"M146",1
2022,8,"M153",2
2022,8,"M19B",22
2022,8,"M23A",37
2022,8,"M23B",67
2022,8,"P001",299
2022,8,"P002",3
2022,8,"P003",5
2022,8,"P004",7
2022,8,"P006",33
2022,8,"P007",3
2022,8,"P008",6
2022,8,"P009",54
2022,8,"P011",19
2022,8,"P012",29
2022,8,"P013",120
2022,8,"P014",114
2022,8,"P015",18
2022,8,"P016",30
2022,8,"P017",68
2022,8,"P018",14
2022,8,"P020",252
2022,8,"P021",3
2022,8,"P024",1
2022,8,"P025",139
2022,8,"P026",105
2022,8,"P027",23
2022,8,"P028",2
2022,8,"P121",43
2022,8,"P123",130
2022,8,"P124",32
2022,8,"P125",14
2022,8,"P126",6
2022,8,"P127",7
2022,8,"P29M",1
2022,8,"P2W",18
2022,9,"M19B",10
2022,9,"M23A",6
2022,9,"M23B",7
2022,9,"P001",49
2022,9,"P006",1
2022,9,"P009",3
2022,9,"P012",7
2022,9,"P013",50
2022,9,"P014",38
2022,9,"P015",6
2022,9,"P016",1
2022,9,"P017",15
2022,9,"P018",1
2022,9,"P020",103
2022,9,"P025",6
2022,9,"P027",6
2022,9,"P028",4
2022,9,"P121",2
2022,9,"P123",13
2022,9,"P124",3
2022,9,"P29M",14
2022,10,"M19B",3
2022,10,"P013",13
2022,10,"P014",5
2022,10,"P015",1
2022,10,"P017",8
2022,10,"P020",19
2022,10,"P028",11
2022,10,"P123",2
2022,10,"P29M",4
2022,11,"M19B",1
